0023,ツ)琴似店
0071,ツ)川沿店
0079,ツ)富良野店
0105,ツ)梅屋敷店
0128,ツ)西町店
0159,ツ)北大前店
0162,ツ)東光５条店
0165,ツ)神居３条店
0175,ツ)エースリー神居店
0178,ツ)古淵店
0195,ツ)帯広北店
0218,ツ)酒田店
0225,ツ)余目店
0231,ツ)永山３条店
0236,ツ)男鹿店
0253,ツ)豊岡１２条店
0263,ツ)多賀城店
0273,ツ)白鳥店
0283,ツ)平岡店
0286,ツ)湯川店
0292,ツ)旭川日赤前店
0297,ツ)外旭川店
0298,ツ)泉古内店
0301,ツ)小樽店
0304,ツ)馬見ヶ崎店
0306,ツ)函館赤十字病院前
0311,ツ)南光台店
0312,ツ)美幌店
0318,ツ)みずほ店
0321,ツ)昭和店
0326,ツ)中田店
0329,ツ)北１２条店
0335,ツ)成沢店
0339,ツ)旭ヶ丘８条店
0341,ツ)南吉成店
0342,ツ)東通店
0344,ツ)桑園店
0348,ツ)山の手店
0350,ツ)古川南店
0356,ツ)鶴岡南店
0357,ツ)元町駅前店
0368,ツ)大麻店
0372,ツ)琴似中央店
0376,ツ)船堀店
0400,ツ)マリオス店
0402,ツ)大堤店
0451,ツ)沼ノ端店
0464,ツ)中桜田店
0465,ツ)吉原店
0466,ツ)寒河江西店
0470,ツ)塩釜店
0474,ツ)荒巻本沢店
0479,ツ)蒲田店
0489,ツ)むつ店
0500,ツ)宮城白石店
0503,ツ)平窪店
0511,ツ)小鶴新田店
0512,ツ)中標津東店
0514,ツ)花川北店
0518,ツ)北１０条店
0519,ツ)岩見沢大和店
0521,ツ)明石南店
0522,ツ)八山田店
0524,ツ)水戸赤塚店
0535,ツ)松前店
0536,ツ)東野幌店
0538,ツ)手稲前田店
0539,ツ)黒石店
0543,ツ)羽幌店
0546,ツ)千歳新富店
0552,ツ)稚内新光店
0556,ツ)北茨城店
0561,ツ)西大通店
0566,ツ)赤平店
0567,ツ)留萌店
0569,ツ)網走北店
0574,ツ)西町北店
0577,ツ)郡山さくら通り店
0585,ツ)フレスポ若葉台店
0589,ツ)弘前アルカディア
0612,ツ)郡山安積店
0617,ツ)南池袋店
0620,ツ)北郷4条店
0625,ツ)厚別東店
0633,ツ)東根中央店
0637,ツ)秋田御所野店
0645,ツ)土浦小松店
0651,ツ)新宿上落合店
0660,ツ)盛岡津志田西店
0667,ツ)鎌取店
0668,ツ)おゆみ野南店
0671,ツ)茂原店
0672,ツ)早野店
0673,ツ)本納店
0699,ツ)五稜郭店
0700,ツ)山形嶋店
0710,ツ)希望が丘店
0719,ツ)利府店
0721,ツ)沼ノ端北店
0724,ツ)宮古中央店
0729,ツ)苫小牧王子店
0730,ツ)仙台宮千代店
0735,ツ)紫波店
0758,ツ)さがえ調剤薬局
0763,ツ)山梨中央店
0769,ツ)二本松店
0771,ツ)東光10条店
0772,ツ)水戸元吉田店
0783,ツ)大曲福田店
0785,ツ)いわき三倉店
0786,ツ)郡山片平店
0788,ツ)常陸太田店
0790,ツ)練馬南田中店
0791,ツ)亀有店
0797,ツ)秋田広面店
0798,ツ)仙台愛子店
0804,ツ)秋田川尻店
0805,ツ)砂川店
0806,ツ)山形小白川店
0808,ツ)釧路富士見店
0814,ツ)佐久岩村田店
0826,ツ)会津湯川店
0833,ツ)小竹向原店
0841,ツ)草加５丁目店
0848,ツ)手稲富丘店
0858,ツ)函館本通店
0860,ツ)仙台泉中央店
0861,ツ)酒田曙町店
0862,ツ)弘前豊原店
0863,ツ)仙台上杉店
0866,ツ)郡山荒井店
0867,ツ)北見メッセ店
0878,ツ)十和田店
0880,ツ)石巻中里店
0883,ツ)秋田泉南店
0885,ツ)秋田広面北店
0892,ツ)山形吉原店
0898,ツ)八戸売市店
0899,ツ)函館松風店
0909,ツ)中の島２条店
0913,ツ)盛岡大館町店
0914,ツ)１条店
0915,ツ)仙台二の森店
0939,ツ)千葉中央３丁目店
0944,ツ)八戸小中野店
0945,ツ)東根神町店
0947,ツ)新橋大通店
0955,ツ)郡山日和田店
0957,ツ)福島丸子店
0961,ツ)弘前外崎店
0964,ツ)内郷みまや店
0971,ツ)高田北店
0975,ツ)ひばりが丘店
0977,ツ)石巻広渕店
0980,ツ)函館石川店
0982,ツ)気仙沼東新城店
0983,ツ)甲子園店
0990,ツ)酒田南店
0996,ツ)仙台大和町店
1001,ツ)大和吉岡店
1005,ツ)仙台新田店
1009,ツ)甲府千塚店
1015,ツ)尼崎金楽寺店
1017,ツ)滝川朝日町店
1022,ツ)八戸江陽店
1028,ツ)盛岡青山店
1033,ツ)盛岡みたけ北店
1034,ツ)岩沼中央店
1035,ツ)多賀城町前店
1038,ツ)郡山駅東店
1041,ツ)仙台山田店
1043,ツ)蘇我駅前店
1045,ツ)盛岡向中野店
1046,ツ)秋田仁井田店
1047,ツ)永山７条店
1055,ツ)苫小牧拓勇西店
1056,ツ)名取増田店
1057,ツ)佐沼店
1061,ツ)宇都宮陽東店
1069,ツ)南８条店
1081,ツ)大津石山店
1083,ツ)春日井篠木店
1085,ツ)春日井柏原店
1089,ツ)千歳緑町店
1092,ツ)大和町４丁目店
1098,ツ)尼崎武庫元町店
1101,ツ)山形桜田店
1104,ツ)帯広西８条店
1108,ツ)朝倉店
1117,ツ)田野店
1132,ツ)琴の浦店
1133,ツ)温山荘前店
1134,ツ)海南駅前店
1135,ツ)阪南店
1139,ツ)音更店
1140,ツ)仙台沖野店
1142,ツ)君津店
1144,ツ)千歳高台店
1148,ツ)新琴似７条店
1151,ツ)角田中央店
1153,ツ)仙台鶴ヶ谷店
1154,ツ)新琴似１条店
1155,ツ)八戸田向店
1160,ツ)仙台長町店
1161,ツ)釜石店
1162,ツ)八戸市民病院前店
1163,ツ)琴似駅東口店
1169,ツ)錦町店
1170,ツ)永山環状通店
1176,ツ)手稲前田６条店
1179,ツ)旭川大町３条店
1181,ツ)釧路若松店
1187,ツ)仙台中山店
1188,ツ)旭川６条店
1189,ツ)いわき泉店
1191,ツ)南花屋敷店
1193,ツ)東札幌店
1197,ツ)宇都宮野沢店
1198,ツ)いわき玉露店
1201,ツ)茨城桜の郷店
1204,ツ)仙台長町４丁目店
1207,ツ)北野店
1213,ツ)広域紋別病院前店
1218,ツ)横浜日ノ出町駅前
1220,ツ)あすと長町店
1225,ツ)湯沢大町店
1235,ツ)岸根公園店
1236,ツ)新城駅前店
1242,ツ)六会駅前店
1244,ツ)国立店
1247,ツ)栗平駅前店
